ISIN,Name,Asset class,Currency,Weight,Sector,Country
US67066G1040,NVIDIA CORP,EQUITY,USD,0.047921757859872,Information Technology,United States
US0378331005,APPLE INC,EQUITY,USD,0.039329212895267,Information Technology,United States
US5949181045,MICROSOFT CORP,EQUITY,USD,0.0319547359833933,Information Technology,United States
US0231351067,AMAZON.COM INC,EQUITY,USD,0.0245064477609379,Consumer Discretionary,United States
US02079K3059,ALPHABET INC CL A,EQUITY,USD,0.0198338625196019,Communication Services,United States
US11135F1012,BROADCOM INC,EQUITY,USD,0.0192027715375155,Information Technology,United States
US02079K1079,ALPHABET INC CL C,EQUITY,USD,0.0170826823167995,Communication Services,United States
TW0002330008,TAIWAN SEMICONDUCTOR MANUFAC,EQUITY,TWD,0.0160337291069396,Information Technology,Taiwan
US30303M1027,META PLATFORMS INC-CLASS A,EQUITY,USD,0.0148973162556838,Communication Services,United States
US88160R1014,TESLA INC,EQUITY,USD,0.0115033278797337,Consumer Discretionary,United States
US46625H1005,JPMORGAN CHASE & CO,EQUITY,USD,0.00873462367018916,Financials,United States
,,CASH,USD,0.0080814983680529,Empty, 
US5324571083,ELI LILLY & CO,EQUITY,USD,0.00785004372534364,Health Care,United States
KR7005930003,SAMSUNG ELECTRONIC CO LTD,EQUITY,KRW,0.00718910282160989,Information Technology,South Korea
US0846707026,BERKSHIRE HATHAWAY INC-CL B,EQUITY,USD,0.00658961533930391,Financials,United States
US30231G1022,EXXON MOBIL CORP,EQUITY,USD,0.00642317595748332,Energy,United States
US9311421039,WALMART INC,EQUITY,USD,0.00576578514467697,Consumer Staples,United States
NL0010273215,ASML HOLDING NV,EQUITY,EUR,0.00567504492843454,Information Technology,Netherlands
US4781601046,JOHNSON & JOHNSON,EQUITY,USD,0.00560627992808116,Health Care,United States
US92826C8394,VISA INC-CLASS A SHARES,EQUITY,USD,0.00537101505439349,Financials,United States
US5951121038,MICRON TECHNOLOGY INC,EQUITY,USD,0.00518706314405844,Information Technology,United States
US0079031078,ADVANCED MICRO DEVICES INC,EQUITY,USD,0.0047294462660429,Information Technology,United States
KR7000660001,SK HYNIX INC,EQUITY,KRW,0.00460270290903785,Information Technology,South Korea
US22160K1051,COSTCO WHOLESALE CORP,EQUITY,USD,0.0045781677129362,Consumer Staples,United States
US64110L1061,NETFLIX INC USD,EQUITY,USD,0.00434440040030851,Communication Services,United States
KYG875721634,TENCENT HOLDINGS LTD,EQUITY,HKD,0.0042341716026939,Communication Services,China
US57636Q1040,MASTERCARD INC-CL A,EQUITY,USD,0.00419092387977112,Financials,United States
US1491231015,CATERPILLAR INC,EQUITY,USD,0.00385288426136369,Industrials,United States
US00287Y1091,ABBVIE INC,EQUITY,USD,0.0037296871361004,Health Care,United States
US17275R1023,CISCO SYSTEMS INC,EQUITY,USD,0.00364780280484031,Information Technology,United States
US1667641005,CHEVRON CORP,EQUITY,USD,0.00360467697844839,Energy,United States
US4370761029,HOME DEPOT INC,EQUITY,USD,0.00351251130441194,Consumer Discretionary,United States
US0605051046,BANK OF AMERICA CORP,EQUITY,USD,0.00348744708234913,Financials,United States
US7427181091,PROCTER & GAMBLE CO/THE,EQUITY,USD,0.00341344114342815,Consumer Staples,United States
US5128073062,LAM RESEARCH CORP,EQUITY,USD,0.00333127428232692,Information Technology,United States
KYG017191142,ALIBABA GROUP HOLDING LTD,EQUITY,HKD,0.00323928288716013,Consumer Discretionary,China
GB0005405286,HSBC HOLDINGS PLC,EQUITY,GBP,0.00322880579411245,Financials,United Kingdom
US91324P1021,UNITEDHEALTH GROUP INC,EQUITY,USD,0.00321394420372237,Health Care,United States
DE000C70CFW3,MSCI WORLD INDEX (USD.NTR) 06/26 EUREX,FUTURE,USD,0.00321295279521394,Empty,United States
US0382221051,APPLIED MATERIALS INC,EQUITY,USD,0.00320886359233557,Information Technology,United States
US69608A1088,PALANTIR TECHNOLOGIES INC-A,EQUITY,USD,0.00318255041567228,Information Technology,United States
US68389X1054,ORACLE CORP,EQUITY,USD,0.00312950253668743,Information Technology,United States
US3696043013,GENERAL ELECTRIC,EQUITY,USD,0.0031067281730107,Industrials,United States
GB0009895292,ASTRAZENECA GBP,EQUITY,GBP,0.00302910917330239,Health Care,United Kingdom
US4581401001,INTEL CORP,EQUITY,USD,0.00300471775222033,Information Technology,United States
US1912161007,COCA-COLA CO/THE,EQUITY,USD,0.00296919871617229,Consumer Staples,United States
CH1499059983,ROCHE HOLDING AG - GENUSSS CHF,EQUITY,CHF,0.00293560097976793,Health Care,Switzerland
CH0012005267,NOVARTIS AG-REG,EQUITY,CHF,0.00290525072202935,Health Care,Switzerland
US58933Y1055,MERCK & CO. INC.,EQUITY,USD,0.00287857563842677,Health Care,United States
US38141G1040,GOLDMAN SACHS GROUP INC,EQUITY,USD,0.00284489180635889,Financials,United States
US36828A1016,GE VERNOVA INC,EQUITY,USD,0.00276428623335957,Industrials,United States
US9497461015,WELLS FARGO   CO,EQUITY,USD,0.00263821472312312,Financials,United States
GB00BP6MXD84,SHELL PLC GBP,EQUITY,GBP,0.00259504067970752,Energy,United Kingdom
US75513E1010,RTX CORP,EQUITY,USD,0.00258707727781326,Industrials,United States
CA7800871021,ROYAL BANK OF CANADA CAD,EQUITY,CAD,0.00256415020436942,Financials,Canada
CH0038863350,NESTLE SA-REG,EQUITY,CHF,0.00255467627976212,Consumer Staples,Switzerland
US4592001014,INTL BUSINESS MACHINES CORP,EQUITY,USD,0.00245392667771849,Information Technology,United States
US7181721090,PHILIP MORRIS INTERNATIONAL,EQUITY,USD,0.00244780585785087,Consumer Staples,United States
US1729674242,CITIGROUP INC,EQUITY,USD,0.00242908876351256,Financials,United States
US4824801009,KLA CORP,EQUITY,USD,0.0024126888772996,Information Technology,United States
IE000S9YS762,LINDE PLC,EQUITY,USD,0.00237944444689842,Materials,United States
US6174464486,MORGAN STANLEY,EQUITY,USD,0.00236869005263622,Financials,United States
JP3633400001,TOYOTA MOTOR CORP,EQUITY,JPY,0.00223343786705096,Consumer Discretionary,Japan
AU000000CBA7,COMMONWEALTH BANK OF AUSTRALIA,EQUITY,AUD,0.00221138711370925,Financials,Australia
US5801351017,MCDONALD S CORP  COM NPV,EQUITY,USD,0.00220497031872797,Consumer Discretionary,United States
US7134481081,PEPSICO INC,EQUITY,USD,0.00217443767294482,Consumer Staples,United States
US8825081040,TEXAS INSTRUMENTS  COM USD1,EQUITY,USD,0.00216662129299681,Information Technology,United States
DE0007236101,SIEMENS AG-REG,EQUITY,EUR,0.00216640565896352,Industrials,Germany
JP3902900004,MITSUBISHI UFJ FINANCIAL GROUP,EQUITY,JPY,0.00206992557821202,Financials,Japan
AU000000BHP4,BHP GROUP LTD,EQUITY,AUD,0.00203719526298594,Materials,Australia
US8835561023,THERMO FISHER SCIENTIFIC INC,EQUITY,USD,0.00203227149411443,Health Care,United States
US92343V1044,VERIZON COMMUNICATIONS INC,EQUITY,USD,0.00200595011546038,Communication Services,United States
US65339F1012,NEXTERA ENERGY INC,EQUITY,USD,0.00194377469413413,Utilities,United States
US2546871060,WALT DISNEY CO/THE,EQUITY,USD,0.00191287455129174,Communication Services,United States
US0311621009,AMGEN INC,EQUITY,USD,0.00190573976866237,Health Care,United States
US0320951017,AMPHENOL CORP CL-A,EQUITY,USD,0.00188527335595048,Information Technology,United States
US00206R1023,AT&T INC,EQUITY,USD,0.00188432200155533,Communication Services,United States
US0326541051,ANALOG DEVICES INC,EQUITY,USD,0.00188148543497313,Information Technology,United States
DE0007164600,SAP SE / XETRA,EQUITY,EUR,0.00186818949665859,Information Technology,Germany
ES0113900J37,BANCO SANTANDER SA MADRID,EQUITY,EUR,0.00185898022588401,Financials,Spain
US0404132054,ARISTA NETWORKS INC,EQUITY,USD,0.00184116462428533,Information Technology,United States
US0258161092,AMERICAN EXPRESS,EQUITY,USD,0.001841041701895,Financials,United States
CA8911605092,TORONTO-DOMINIO.BANK,EQUITY,CAD,0.00183400098569444,Financials,Canada
FR0000120271,TOTALENERGIES SE PARIS,EQUITY,EUR,0.00183196636114574,Energy,France
US8725401090,TJX COMPANIES INC,EQUITY,USD,0.00181546066322715,Consumer Discretionary,United States
DE0008404005,ALLIANZ SE-REG,EQUITY,EUR,0.00181358517879329,Financials,Germany
FR0000121972,SCHNEIDER ELECT SE,EQUITY,EUR,0.00177902389654951,Industrials,France
US79466L3024,SALESFORCE COM,EQUITY,USD,0.00174801161098302,Information Technology,United States
US0970231058,BOEING CO/THE,EQUITY,USD,0.0017068322373321,Industrials,United States
US3755581036,GILEAD SCIENCES INC,EQUITY,USD,0.00170161362830574,Health Care,United States
US09290D1019,BLACKROCK INC,EQUITY,USD,0.0016546511493547,Financials,United States
US0028241000,ABBOTT LABORATORIES,EQUITY,USD,0.00164917467508,Health Care,United States
IE00B8KQN827,EATON CORP PLC,EQUITY,USD,0.00163621365383047,Industrials,United States
US46120E6023,INTUITIVE SURGICAL INC,EQUITY,USD,0.00163579243267335,Health Care,United States
US7170811035,PFIZER INC,EQUITY,USD,0.00160129164194328,Health Care,United States
US90353T1007,UBER TECHNOLOGIES INC,EQUITY,USD,0.00160006609485065,Industrials,United States
US8085131055,SCHWAB (CHARLES) CORP,EQUITY,USD,0.00158771708508039,Financials,United States
CA82509L1076,SHOPIFY INC-A CAD,EQUITY,CAD,0.0015875327332477,Information Technology,Canada
US09857L1089,BOOKING HOLDINGS INC,EQUITY,USD,0.00156798040529341,Consumer Discretionary,United States
CH0012221716,ABB LTD-REG,EQUITY,CHF,0.0015587588437453,Industrials,Switzerland
US9078181081,UNION PACIFIC CORP,EQUITY,USD,0.00153846435693968,Industrials,United States
US20825C1045,CONOCOPHILLIPS,EQUITY,USD,0.00152606559135654,Energy,United States
FR0000121014,LVMH MOET HENNESSY LOUIS VUI,EQUITY,EUR,0.00151147923906359,Consumer Discretionary,France
DE000ENER6Y0,SIEMENS ENERGY AG,EQUITY,EUR,0.00150000293283372,Industrials,Germany
US2441991054,DEERE & CO,EQUITY,USD,0.00149914133951428,Industrials,United States
US7475251036,QUALCOMM INC,EQUITY,USD,0.00148972272501617,Information Technology,United States
ES0144580Y14,IBERDROLA SA,EQUITY,EUR,0.00148460787109144,Utilities,Spain
JP3788600009,HITACHI LTD,EQUITY,JPY,0.00146687365108774,Industrials,Japan
US95040Q1040,WELLTOWER INC,EQUITY,USD,0.00145977459116498,Real Estate,United States
US4385161066,HONEYWELL INTERNATIONAL INC,EQUITY,USD,0.00145898555216399,Industrials,United States
US5486611073,LOWE S COS INC COM US 0.50,EQUITY,USD,0.00144565735138314,Consumer Discretionary,United States
US6974351057,PALO ALTO NETWORKS INC,EQUITY,USD,0.00142880957329506,Information Technology,United States
CH0244767585,UBS GROUP AG,EQUITY,CHF,0.00138780406817001,Financials,Switzerland
US78409V1044,S&P GLOBAL INC,EQUITY,USD,0.00138653633219938,Financials,United States
GB00B63H8491,ROLLS-ROYCE HOLDINGS PLC,EQUITY,GBP,0.00137653197473795,Industrials,United Kingdom
US9581021055,WESTERN DIGITAL CORPORATION,EQUITY,USD,0.00135207392001211,Information Technology,United States
US74340W1036,PROLOGIS INC,EQUITY,USD,0.00135086699796817,Real Estate,United States
JP3890350006,SUMITOMO MITSUI FINANCIAL GROUP,EQUITY,JPY,0.00134481398089845,Financials,Japan
JP3571400005,TOKYO ELECTRON  JPY50,EQUITY,JPY,0.00133297046257031,Information Technology,Japan
US2193501051,CORNING INC,EQUITY,USD,0.00132337003157792,Information Technology,United States
US14040H1059,CAPITAL ONE FINL COM US 0.01,EQUITY,USD,0.00131652210205463,Financials,United States
US5738741041,MARVELL TECHNOLOGY INC,EQUITY,USD,0.00131306167124534,Information Technology,United States
ES0113211835,BANCO BILBAO VIZCAYA ARGENTA,EQUITY,EUR,0.00130698985815036,Financials,Spain
JP3435000009,SONY GROUP CORP (JT),EQUITY,JPY,0.00128874550754003,Consumer Discretionary,Japan
JP3122400009,ADVANTEST CORP  Y50,EQUITY,JPY,0.00128383957071155,Information Technology,Japan
US7010941042,PARKER HANNIFIN CORP,EQUITY,USD,0.00128024873199447,Industrials,United States
FR0000120073,AIR LIQUIDE SA,EQUITY,EUR,0.00126930947459819,Materials,France
US80004C2008,SANDISK CORP,EQUITY,USD,0.00126552320476608,Information Technology,United States
US2358511028,DANAHER CORP,EQUITY,USD,0.00126252227595582,Health Care,United States
TW0002308004,DELTA ELECTRONICS INC,EQUITY,TWD,0.00126205022101919,Information Technology,Taiwan
DK0062498333,NOVO NORDISK A/S-B,EQUITY,DKK,0.00125918996359652,Health Care,Denmark
GB00BVZK7T90,UNILEVER PLC LONDON,EQUITY,GBP,0.00125795901852903,Consumer Staples,United Kingdom
US7433151039,PROGRESSIVE CORP,EQUITY,USD,0.001253948744953,Financials,United States
CH0044328745,CHUBB LTD,EQUITY,USD,0.00124709125213971,Financials,United States
US1101221083,BRISTOL-MYERS SQUIBB CO,EQUITY,USD,0.00124668681111258,Health Care,United States
JP3436100006,SOFTBANK GROUP CORP,EQUITY,JPY,0.00124071227066435,Communication Services,Japan
US6516391066,NEWMONT CORP USD,EQUITY,USD,0.00123469008962777,Materials,United States
US03831W1080,APPLOVIN CORP-CLASS A,EQUITY,USD,0.00123311121373508,Information Technology,United States
IE00B4BNMY34,ACCENTURE PLC -A,EQUITY,USD,0.00122897711077868,Information Technology,United States
DE0005557508,DEUTSCHE TELEKOM NAMEN (XETRA),EQUITY,EUR,0.00122395282884715,Communication Services,Germany
NL0000235190,AIRBUS SE PARIS,EQUITY,EUR,0.00121815920441655,Industrials,France
FR0000073272,SAFRAN SA,EQUITY,EUR,0.0011830667142248,Industrials,France
GB0002875804,BRITISH AMERICAN TOBACCO,EQUITY,GBP,0.00117783951077573,Consumer Staples,United Kingdom
GB00BN7SWP63,GSK PLC,EQUITY,GBP,0.00117691777278078,Health Care,United Kingdom
CA29250N1050,ENBRIDGE INC,EQUITY,CAD,0.00116719076049927,Energy,Canada
US8636671013,STRYKER CORPORATION,EQUITY,USD,0.00115950434391995,Health Care,United States
IE00BKVD2N49,SEAGATE TECHNOLOGY HOLDINGS,EQUITY,USD,0.00114766338535545,Information Technology,United States
US22788C1053,CROWDSTRIKE HOLDINGS INC - A,EQUITY,USD,0.00114174380980655,Information Technology,United States
US92532F1003,VERTEX PHARMACEUTICALS,EQUITY,USD,0.00114102758891644,Health Care,United States
HK0000069689,AIA GROUP LTD,EQUITY,HKD,0.00114060021748752,Financials,Hong Kong
IT0005239360,UNICREDIT SPA,EQUITY,EUR,0.00113484640128959,Financials,Italy
US4612021034,INTUIT INC,EQUITY,USD,0.00112604244433687,Information Technology,United States
US92537N1081,VERTIV HOLDINGS CO-A,EQUITY,USD,0.0011245656805423,Industrials,United States
US8552441094,STARBUCKS CORP,EQUITY,USD,0.0011203092821097,Consumer Discretionary,United States
US02209S1033,ALTRIA GROUP INC,EQUITY,USD,0.00111498551108872,Consumer Staples,United States
GB0007980591,BP PLC,EQUITY,GBP,0.00110949936116798,Energy,United Kingdom
CNE1000002H1,CHINA CONSTRUCTION BANK HK,EQUITY,HKD,0.00110719329257386,Financials,China
CA0636711016,BANK OF MONTREAL,EQUITY,CAD,0.00110562408907051,Financials,Canada
FR0000131104,BNP PARIBAS,EQUITY,EUR,0.0011021732410914,Financials,France
US29444U7000,EQUINIX INC,EQUITY,USD,0.00110072086669877,Real Estate,United States
IE00BK9ZQ967,TRANE TECHNOLOGIES PLC,EQUITY,USD,0.00109942158473511,Industrials,United States
CH0210483332,CIE FINANCIERE RICHEMO-A REG,EQUITY,CHF,0.00109155822693654,Consumer Discretionary,Switzerland
GB0007188757,RIO TINTO PLC (GBR),EQUITY,GBP,0.00108431867148781,Materials,United Kingdom
IE00BTN1Y115,MEDTRONIC PLC,EQUITY,USD,0.00108006686662597,Health Care,United States
CH0011075394,ZURICH INSURANCE GROUP AG,EQUITY,CHF,0.00107635259910222,Financials,Switzerland
US20030N1019,COMCAST CORP-CLASS A,EQUITY,USD,0.00106822701533836,Communication Services,United States
US58155Q1031,MCKESSON CORP,EQUITY,USD,0.00106687150487704,Health Care,United States
US81762P1021,SERVICENOW INC,EQUITY,USD,0.00106522408691629,Information Technology,United States
US00724F1012,ADOBE INC,EQUITY,USD,0.00106150046127444,Information Technology,United States
JP3885780001,MIZUHO FINANCIAL GROUP INC,EQUITY,JPY,0.00105869697458944,Financials,Japan
JP3898400001,MITSUBISHI CORPORATION,EQUITY,JPY,0.00105756856661899,Industrials,Japan
US12572Q1058,CME GROUP INC,EQUITY,USD,0.0010567067762694,Financials,United States
CA11271J1075,BROOKFIELD CORP,EQUITY,CAD,0.00105653821453087,Financials,Canada
CA0084741085,AGNICO EAGLE MINES-CAD,EQUITY,CAD,0.00105609244765038,Materials,Canada
US8425871071,SOUTHERN CO/THE,EQUITY,USD,0.00104361337029714,Utilities,United States
FR0000120578,SANOFI - PARIS,EQUITY,EUR,0.00104207304229549,Health Care,France
CA1360691010,CAN IMPERIAL BK OF COMMERCE,EQUITY,CAD,0.00103541100339411,Financials,Canada
US4432011082,HOWMET AEROSPACE INC,EQUITY,USD,0.00102231222875727,Industrials,United States
INE040A01034,HDFC BANK LIMITED,EQUITY,INR,0.00101532647908438,Financials,India
US26441C2044,DUKE ENERGY,EQUITY,USD,0.00101026026066886,Utilities,United States
AU000000WBC1,WESTPAC BANK CORP  AUD1,EQUITY,AUD,0.00100904195646979,Financials,Australia
US1266501006,CVS HEALTH CORP,EQUITY,USD,0.00100738693086544,Health Care,United States
TW0002454006,MEDIATEK INC,EQUITY,TWD,0.00100610996704458,Information Technology,Taiwan
US35671D8570,FREEPORT-MCMORAN INC,EQUITY,USD,0.00100261458699417,Materials,United States
IT0000072618,INTESA SANPAOLO,EQUITY,EUR,0.000993104399068612,Financials,Italy
US0640581007,BANK OF NEW YORK MELLON CORP,EQUITY,USD,0.000991775720531779,Financials,United States
US09260D1072,BLACKSTONE INC,EQUITY,USD,0.000974255242420561,Financials,United States
CA0641491075,BANK OF NOVA SCOTIA,EQUITY,CAD,0.000966608651985743,Financials,Canada
US94106L1098,WASTE MANAGEMENT INC,EQUITY,USD,0.000932943063933036,Industrials,United States
AEI000201014,INTL HOLDING CO PJSC,EQUITY,AED,0.00093043496615628,Industrials,UAE
SG1L01001701,DBS GROUP HOLDINGS LTD,EQUITY,SGD,0.000930055176695166,Financials,Singapore
FR0000120321,L OREAL,EQUITY,EUR,0.00092990544354888,Consumer Staples,France
US8725901040,T-MOBILE US INC,EQUITY,USD,0.000929417722272562,Communication Services,United States
US74762E1029,QUANTA SERVICES INC,EQUITY,USD,0.000927699975945586,Industrials,United States
US6934751057,PNC FINANCIAL SERVICES GROUP,EQUITY,USD,0.000926839602259072,Financials,United States
AU000000NAB4,NATIONAL AUSTRALIA BANK,EQUITY,AUD,0.000926185175561376,Financials,Australia
CA1363851017,CANADIAN NATURAL RESOURCES CAD,EQUITY,CAD,0.000925670794965496,Energy,Canada
US45866F1049,INTERCONTINENTAL EXCHANGE INC,EQUITY,USD,0.000921838535690293,Financials,United States
JP3900000005,MITSUBISHI HVY IND JPY50,EQUITY,JPY,0.000916583645433836,Industrials,Japan
US8716071076,SYNOPSYS INC,EQUITY,USD,0.000914877971681697,Information Technology,United States
US2310211063,CUMMINS INC,EQUITY,USD,0.000914077780122699,Industrials,United States
US1273871087,CADENCE DESIGN SYS INC,EQUITY,USD,0.000909203659593076,Information Technology,United States
US5717481023,MARSH & MCLENNAN COS,EQUITY,USD,0.000907447121122811,Financials,United States
JP3893600001,MITSUI & CO LTD,EQUITY,JPY,0.00090466227739833,Industrials,Japan
US1011371077,BOSTON SCIENTIFIC CORP,EQUITY,USD,0.000904043801376012,Health Care,United States
US6668071029,NORTHROP GRUMMAN CORP,EQUITY,USD,0.000902983267850798,Industrials,United States
US5719032022,MARRIOTT INTERNATIONAL-CL A,EQUITY,USD,0.000901333055644242,Consumer Discretionary,United States
IT0003128367,ENEL SPA,EQUITY,EUR,0.000898894625124275,Utilities,Italy
US21037T1097,CONSTELLATION ENERGY,EQUITY,USD,0.000897240047315731,Utilities,United States
US58733R1023,MERCADOLIBRE,EQUITY,USD,0.000895811767593969,Consumer Discretionary,United States
DE0008430026,MUENCHENER RUECKVER AG-REG,EQUITY,EUR,0.000895751106732032,Financials,Germany
GB0002634946,BAE SYSTEMS PLC GBP,EQUITY,GBP,0.000893566988404255,Industrials,United Kingdom
INE002A01018,RELIANCE INDUSTRIES LIMITED,EQUITY,INR,0.000886367032759609,Energy,India
US9029733048,US BANCORP,EQUITY,USD,0.000885837726722542,Financials,United States
US31428X1063,FEDEX CORP,EQUITY,USD,0.000885406318618006,Industrials,United States
IE00BY7QL619,JOHNSON CONTROLS INTERNATIONAL,EQUITY,USD,0.000885206937129828,Industrials,United States
US9694571004,WILLIAMS COS INC,EQUITY,USD,0.000881809704149247,Energy,United States
GB00BDR05C01,NATIONAL GRID PLC,EQUITY,GBP,0.000863062400691924,Utilities,United Kingdom
KR7005931001,SAMSUNG ELECTRONICS - PFD NV,EQUITY,KRW,0.000857091747111258,Information Technology,South Korea
FR0000120628,AXA SA,EQUITY,EUR,0.000853196395849997,Financials,France
US0530151036,AUTOMATIC DATA PROCESSING,EQUITY,USD,0.000851789514254205,Industrials,United States
NL0011821202,ING GROEP NV,EQUITY,EUR,0.00084707358125562,Financials,Netherlands
US2910111044,EMERSON ELECTRIC,EQUITY,USD,0.00084348279301734,Industrials,United States
US03027X1000,AMERICAN TOWER CORP CL A,EQUITY,USD,0.000839908832131146,Real Estate,United States
US1264081035,CSX CORP,EQUITY,USD,0.000837909604619376,Industrials,United States
GB0031348658,BARCLAYS PLC,EQUITY,GBP,0.000837178948420949,Financials,United Kingdom
LU1778762911,SPOTIFY TECHNOLOGY SA,EQUITY,USD,0.000834720894674739,Communication Services,United States
TW0002317005,HON HAI PRECISION INDUSTRY,EQUITY,TWD,0.000828973118020924,Information Technology,Taiwan
JP3802300008,FAST RETAILING CO  JPY50,EQUITY,JPY,0.000828809245925715,Consumer Discretionary,Japan
AU000000ANZ3,ANZ GROUP HOLDINGS LTD,EQUITY,AUD,0.000826406303630188,Financials,Australia
IE0001827041,CRH PLC NYSE,EQUITY,USD,0.000818130903674276,Materials,United States
US88579Y1010,3M CO,EQUITY,USD,0.000817828714783224,Industrials,United States
US9113121068,UNITED PARCEL SERVICE CL B,EQUITY,USD,0.000817112479237987,Industrials,United States
GB0008706128,LLOYDS BANKING GROUP PLC,EQUITY,GBP,0.000814050933531187,Financials,United Kingdom
US4523081093,ILLINOIS TOOL WORK,EQUITY,USD,0.000812374259035222,Industrials,United States
US67103H1077,O REILLY AUTOMOTIVE INC,EQUITY,USD,0.000811818365325922,Consumer Discretionary,United States
AN8068571086,SLB LTD,EQUITY,USD,0.000807714077428231,Energy,United States
JP3910660004,TOKIO MARINE HOLDINGS INC,EQUITY,JPY,0.000805997759162778,Financials,Japan
INE090A01021,ICICI BANK LTD,EQUITY,INR,0.000802129762525835,Financials,India
DE0007030009,RHEINMETALL ORD,EQUITY,EUR,0.000796877796783055,Industrials,Germany
US8243481061,SHERWIN-WILLIAMS CO/THE,EQUITY,USD,0.000796696703275454,Materials,United States
JP3143600009,ITOCHU CORP,EQUITY,JPY,0.0007959805344925,Industrials,Japan
US43300A2033,HILTON WORLDWIDE HOLDINGS IN,EQUITY,USD,0.000792302768025879,Consumer Discretionary,United States
US7223041028,PDD HOLDINGS INC,EQUITY,USD,0.000781933686582477,Consumer Discretionary,China
US75886F1075,REGENERON PHARMACEUTICALS,EQUITY,USD,0.000772771149406194,Health Care,United States
CA8672241079,SUNCOR ENERGY INC - CAD,EQUITY,CAD,0.000772216571402379,Energy,Canada
US37045V1008,GENERAL MOTORS CO,EQUITY,USD,0.000766764888731657,Consumer Discretionary,United States
FR0000125486,VINCI SA (PARIS),EQUITY,EUR,0.000766402374418431,Industrials,France
US6200763075,MOTOROLA SOLUTIONS INC,EQUITY,USD,0.000766309003294378,Information Technology,United States
CA13646K1084,CANADIAN PACIFIC KANSAS CITY CAD,EQUITY,CAD,0.000764732242626229,Industrials,Canada
US40412C1018,HCA HEALTHCARE INC,EQUITY,USD,0.000761951194581805,Health Care,United States
JP3902400005,MITSUBISHI ELEC CP JPY50,EQUITY,JPY,0.000759339859518204,Industrials,Japan
US3695501086,GENERAL DYNAMICS,EQUITY,USD,0.000752526128567442,Industrials,United States
SE0015811963,INVESTOR AB-B SHS,EQUITY,SEK,0.000749759851271109,Financials,Sweden
JP3236200006,KEYENCE CORP  JPY50,EQUITY,JPY,0.000748632615711494,Information Technology,Japan
US0367521038,ELEVANCE HEALTH INC,EQUITY,USD,0.000747186922432233,Health Care,United States
DE0006231004,INFINEON TECHNOLOGIES AG,EQUITY,EUR,0.000746591160241369,Information Technology,Germany
US1255231003,THE CIGNA GROUP,EQUITY,USD,0.00074268284732706,Health Care,United States
US26875P1012,EOG RESOURCES INC EX ENRON OIL,EQUITY,USD,0.000742240366453587,Energy,United States
JP3970300004,RECRUIT HOLDINGS CO LTD,EQUITY,JPY,0.000738916059054889,Industrials,Japan
US6092071058,MONDELEZ INTERNATIONAL INC,EQUITY,USD,0.000738587748199237,Consumer Staples,United States
IE000IVNQZ81,TE CONNECTIVITY PLC,EQUITY,USD,0.000737832808441524,Information Technology,United States
US7782961038,ROSS STORES,EQUITY,USD,0.000735706768415165,Consumer Discretionary,United States
JE00B4T3BW64,GLENCORE PLC GBP,EQUITY,GBP,0.000735557383735431,Materials,United Kingdom
KYG9830T1067,XIAOMI CORP,EQUITY,HKD,0.000734301818040544,Information Technology,China
FR0000121667,ESSILORLUXOTTICA,EQUITY,EUR,0.00073081513662714,Health Care,France
US6153691059,MOODY S CORP,EQUITY,USD,0.000730037499321456,Financials,United States
US0255371017,AMERICAN ELECTRIC POWER,EQUITY,USD,0.000729313219735257,Utilities,United States
JP3371200001,SHIN-ETSU CHEM CO  JPY50,EQUITY,JPY,0.000729145765273627,Materials,Japan
US48251W1045,KKR & CO INC,EQUITY,USD,0.000728643958783883,Financials,United States
US91913Y1001,VALERO ENERGY CORPORATION,EQUITY,USD,0.000728613122750744,Energy,United States
BE0974293251,ANHEUSER-BUSCH INBEV SA/NV,EQUITY,EUR,0.000726363662059458,Consumer Staples,Belgium
US6098391054,MONOLITHIC POWER SYSTEMS INC,EQUITY,USD,0.000726257386274549,Information Technology,United States
ES0148396007,INDUSTRIA DE DISENO TEXTIL,EQUITY,EUR,0.00071911610979187,Consumer Discretionary,Spain
US2538681030,DIGITAL REALTY TRUST,EQUITY,USD,0.000710207546111317,Real Estate,United States
US2788651006,ECOLAB INC,EQUITY,USD,0.000708237026381363,Materials,United States
US6558441084,NORFOLK SOUTHERN CORP,EQUITY,USD,0.000705404012855313,Industrials,United States
CA06849F1080,BARRICK MINING CORP,EQUITY,CAD,0.000705033335631694,Materials,Canada
GB00B2B0DG97,RELX PLC,EQUITY,GBP,0.000700378255640156,Industrials,United Kingdom
LR0008862868,ROYAL CARIBBEAN CRUISES LTD,EQUITY,USD,0.000698744851245505,Consumer Discretionary,United States
US89417E1091,TRAVELERS COMPANIES INC,EQUITY,USD,0.000697941442070123,Financials,United States
US8936411003,TRANSDIGM GROUP INC,EQUITY,USD,0.000692438551099767,Industrials,United States
US6937181088,PACCAR INC,EQUITY,USD,0.000681383571869665,Industrials,United States
US89832Q1094,TRUIST FINANCIAL CORP,EQUITY,USD,0.000680679197213977,Financials,United States
US56585A1025,MARATHON PETROLEUM CORP,EQUITY,USD,0.000679579632178264,Energy,United States
US8288061091,SIMON PROPERTY GROUP INC,EQUITY,USD,0.000679477866918348,Real Estate,United States
US1941621039,COLGATE-PALMOLIVE CO,EQUITY,USD,0.000677066154338483,Consumer Staples,United States
